yearmonth,Sum of fare_amount
40073507,22.1
40430256,22.1
40439147,22.1
40822152,22.1
40927265,22.1
41570480,22.1
41796455,22.1
41881042,22.1
42052300,22.1
42109504,22.1
42420774,22.1
42592515,22.1
43055768,22.1
43085438,22.1
44636629,22.1
44986085,22.1
45467043,22.1
45539063,22.1
45892661,22.1
46296572,22.1
46457233,22.1
46586035,22.1
47136498,22.1
48022526,22.1
48112270,22.1
48290867,22.1
48417808,22.1
49426446,22.1
49671718,22.1
50265668,22.1
50353490,22.1
50988689,22.1
51312269,22.1
51407089,22.1
51616473,22.1
51741955,22.1
53162578,22.1
53750203,22.1
53969329,22.1
54223094,22.1
55120348,22.1
4388429,22.04
8416290,22.04
216544,22
839384,22
876824,22
1191578,22
1269278,22
1321144,22
1380094,22
1586842,22
1967764,22
2057325,22
2202850,22
2404739,22
2500535,22
2521528,22
2835978,22
2931261,22
2958302,22
3094037,22
3441164,22
3610133,22
3621908,22
3662402,22
3890306,22
3976616,22
4007832,22
4072190,22
4139218,22
4486131,22
4627157,22
4876742,22
4885401,22
4941315,22
4964297,22
5108722,22
5115222,22
5242760,22
5248697,22
5264697,22
5369209,22
5409882,22
5477820,22
5729710,22
6043940,22
6451289,22
6846668,22
6861953,22
6880224,22
6974320,22
7039346,22
7633907,22
7639798,22
7684337,22
8055680,22
8274862,22
8331401,22
8388964,22
8738132,22
8924778,22
8957681,22
9127750,22
9539021,22
9709643,22
9775286,22
9787135,22
9924740,22
9977638,22
9991737,22
9995973,22
10194244,22
10285860,22
10310442,22
10328565,22
10336130,22
10369270,22
10421113,22
10594429,22
10596256,22
10705544,22
10770028,22
11734977,22
11789683,22
11964688,22
12114092,22
12452091,22
12585390,22
12592245,22
12626073,22
12650475,22
12666397,22
12726058,22
12800423,22
12863555,22
13288732,22
13441078,22
13488910,22
13747677,22
13915728,22
14128193,22
14220326,22
14507697,22
14721911,22
15179542,22
15357530,22
15420417,22
15508925,22
15799301,22
15811924,22
15826343,22
15937516,22
16151588,22
16165948,22
16427874,22
16498436,22
16759464,22
16761978,22
16855581,22
16932705,22
17093389,22
17094949,22
17260211,22
17265921,22
17336372,22
18041267,22
18150570,22
18259752,22
18325893,22
18384413,22
18472310,22
18499726,22
18572429,22
18575823,22
18731319,22
18917629,22
18923841,22
18968383,22
19061641,22
19171449,22
19333352,22
19412835,22
19438734,22
19531790,22
20026119,22
20100138,22
20123616,22
20264837,22
20367168,22
20423582,22
20485649,22
20719516,22
20747108,22
20747647,22
20904778,22
20994542,22
21170429,22
21304007,22
21307147,22
21989601,22
22279693,22
22284623,22
22378531,22
22493738,22
22576732,22
22731727,22
22931608,22
22971050,22
23044511,22
23125897,22
23301010,22
23336934,22
23607550,22
23662690,22
23690649,22
23719725,22
23888113,22
23935175,22
23994879,22
24268025,22
24419362,22
24587473,22
24710946,22
25069181,22
25229531,22
25803011,22
25994592,22
26256552,22
26388304,22
26453218,22
26472610,22
26475740,22
26562381,22
26749815,22
27085295,22
27136152,22
27264724,22
27511321,22
27562686,22
27567249,22
27630983,22
27683781,22
27711691,22
27830188,22
27856133,22
28351675,22
28495046,22
28552257,22
28829257,22
28933973,22
29099396,22
29145306,22
29347700,22
29400640,22
29457533,22
29506650,22
29576446,22
29861255,22
29935871,22
30092239,22
30208605,22
30330486,22
30473354,22
30475331,22
30613970,22
30654677,22
30908472,22
31011027,22
31021891,22
31180078,22
31259174,22
31462749,22
31518082,22
31724479,22
31969332,22
32017973,22
32047491,22
32069790,22
32077160,22
32488094,22
33017898,22
33119557,22
33418025,22
33481090,22
33565234,22
33731730,22
33763198,22
33797646,22
33817706,22
33835952,22
33895770,22
33934643,22
34120715,22
34381642,22
34467403,22
34636570,22
34675605,22
35333080,22
35543114,22
35612399,22
35672242,22
35939597,22
36098973,22
36246072,22
36770871,22
36886754,22
36888126,22
37161329,22
37220986,22
37225010,22
37294685,22
37411627,22
37443545,22
37448422,22
37629462,22
37698694,22
37751881,22
37820425,22
37856710,22
37875617,22
37996192,22
38400247,22
38588525,22
38996604,22
39046420,22
39225705,22
39710726,22
39723631,22
39729050,22
39807042,22
40082505,22
40089426,22
40144072,22
40283692,22
40318500,22
40336266,22
40444675,22
40704847,22
40797539,22
41074823,22
41337517,22
41449470,22
41552726,22
41645343,22
41958794,22
42040075,22
42177166,22
42221037,22
42306669,22
42494430,22
42701763,22
43151034,22
43192548,22
43249722,22
43470860,22
43501751,22
43543423,22
43548733,22
43664122,22
44161101,22
44389600,22
44500253,22
44660076,22
44699819,22
44716593,22
44836532,22
44950808,22
45030952,22
45124648,22
45150929,22
45151719,22
45270295,22
45277979,22
45408739,22
45492647,22
45652505,22
45681943,22
45689910,22
46027467,22
46161477,22
46296294,22
46461554,22
46465333,22
46536483,22
46878415,22
47005205,22
47012273,22
47113539,22
47172179,22
47180051,22
47498772,22
47686343,22
48100289,22
48200324,22
48308495,22
48334388,22
48458478,22
48463284,22
48544497,22
48593297,22
48730045,22
48810000,22
48817501,22
48925701,22
48990034,22
49068036,22
49157178,22
49163038,22
49406949,22
49421370,22
49552151,22
49607179,22
49627939,22
49883288,22
50030765,22
50129348,22
50150223,22
50158938,22
50165938,22
50233396,22
50623560,22
50672711,22
51260154,22
51276241,22
51447253,22
51498542,22
51553793,22
51616907,22
51617322,22
51762242,22
52012021,22
52064515,22
52108178,22
52272406,22
52332875,22
52739028,22
53005238,22
53156829,22
53269054,22
53342302,22
53488615,22
53520044,22
53531375,22
53749900,22
54189480,22
54247430,22
54282176,22
54410226,22
54546373,22
54562791,22
54641440,22
54677670,22
54958722,22
55274855,22
55334834,22
10932742,21.9
25581719,21.87
45816639,21.87
49566363,21.87
54246769,21.87
48002231,21.85
1516118,21.83
19016323,21.83
44692693,21.83
50007501,21.83
8954858,21.8
25328103,21.8
34815753,21.8
64531,21.7
1242957,21.7
1306923,21.7
1541051,21.7
1592056,21.7
1742581,21.7
1903893,21.7
1956731,21.7
2565996,21.7
3069839,21.7
3362396,21.7
4373331,21.7
4842838,21.7
5226514,21.7
5315924,21.7
6322918,21.7
7023371,21.7
8033204,21.7
8423520,21.7
8977303,21.7
9043523,21.7
9975447,21.7
10213850,21.7
10284006,21.7
10627228,21.7
10694032,21.7
10783344,21.7
10792849,21.7
10958241,21.7
11634862,21.7
11713845,21.7
12161406,21.7
12215773,21.7
12306510,21.7
12700045,21.7
12893349,21.7
13155194,21.7
13319546,21.7
13694856,21.7
13830169,21.7
14326795,21.7
14789868,21.7
14801085,21.7
15267564,21.7
15338649,21.7
15550702,21.7
15816870,21.7
15900468,21.7
16391044,21.7
16685123,21.7
16757326,21.7
17047140,21.7
17552879,21.7
17810474,21.7
17902772,21.7
17969411,21.7
18309844,21.7
18574125,21.7
19059918,21.7
19404378,21.7
19526833,21.7
19745452,21.7
19766164,21.7
19784689,21.7
19803432,21.7
19804945,21.7
20128170,21.7
20253718,21.7
20283807,21.7
20778650,21.7
21066245,21.7
21071789,21.7
21349373,21.7
21929337,21.7
22594617,21.7
23262911,21.7
23459986,21.7
23580418,21.7
23845456,21.7
24630479,21.7
24865563,21.7
25030647,21.7
25725044,21.7
26208445,21.7
26747191,21.7
27037906,21.7
27361915,21.7
27523395,21.7
27698917,21.7
27703434,21.7
27860094,21.7
28393784,21.7
28560276,21.7
28583288,21.7
29116897,21.7
29827122,21.7
30154203,21.7
30251248,21.7
30319952,21.7
31080904,21.7
31663373,21.7
31877190,21.7
31946817,21.7
31996778,21.7
32217177,21.7
32737601,21.7
32808554,21.7
33151003,21.7
33485058,21.7
33810661,21.7
34037995,21.7
34266307,21.7
34755489,21.7
34755562,21.7
35298701,21.7
35334105,21.7
35336566,21.7
35442867,21.7
35696392,21.7
36321806,21.7
36852447,21.7
36968349,21.7
37033023,21.7
37239905,21.7
37874260,21.7
38222347,21.7
38358787,21.7
39153535,21.7
39352426,21.7
39782272,21.7
39905639,21.7
40172855,21.7
40174852,21.7
40421083,21.7
40598807,21.7
40658892,21.7
40900687,21.7
40941425,21.7
41255197,21.7
41359579,21.7
41452100,21.7
41476925,21.7
41724570,21.7
41936119,21.7
42623856,21.7
42736108,21.7
43097209,21.7
43215734,21.7
43280441,21.7
43599671,21.7
43803592,21.7
44676307,21.7
44865352,21.7
44924892,21.7
45091177,21.7
45240627,21.7
45549804,21.7
46526947,21.7
47031019,21.7
47139712,21.7
47141226,21.7
47189734,21.7
47504415,21.7
47974882,21.7
48203856,21.7
49359898,21.7
49385553,21.7
49408351,21.7
49440493,21.7
49477020,21.7
49668849,21.7
49770378,21.7
49798934,21.7
50042583,21.7
50078725,21.7
50683739,21.7
50765696,21.7
50994395,21.7
51358378,21.7
52196550,21.7
52367212,21.7
52533614,21.7
52950701,21.7
53291367,21.7
53317155,21.7
54050359,21.7
54182941,21.7
54338985,21.7
54618020,21.7
54765555,21.7
13885131,21.54
45147567,21.54
480923,21.5
586043,21.5
672519,21.5
725696,21.5
1161557,21.5
1193602,21.5
1388848,21.5
1388872,21.5
1389487,21.5
1426158,21.5
1523849,21.5
1794848,21.5
1928669,21.5
1977758,21.5
2116884,21.5
2269280,21.5
2639818,21.5
2681529,21.5
2727380,21.5
2727888,21.5
3360627,21.5
3361732,21.5
3362834,21.5
3379503,21.5
3715543,21.5
3840003,21.5
3842657,21.5
3880362,21.5
3897525,21.5
3901712,21.5
4165123,21.5
4296428,21.5
4506680,21.5
4587883,21.5
4751870,21.5
4842641,21.5
4898416,21.5
4938131,21.5
5189540,21.5
5311853,21.5
5405133,21.5
5510018,21.5
5655202,21.5
5763228,21.5
6175815,21.5
6183058,21.5
6254908,21.5
6367668,21.5
6378435,21.5
6669698,21.5
6687036,21.5
6747169,21.5
6909639,21.5
7094144,21.5
7161506,21.5
7204446,21.5
7596502,21.5
7631034,21.5
7694406,21.5
7760520,21.5
8060640,21.5
8078005,21.5
8286699,21.5
8497930,21.5
8695652,21.5
8740807,21.5
8903831,21.5
9151888,21.5
9347356,21.5
9442656,21.5
9536018,21.5
9783626,21.5
9949165,21.5
10047009,21.5
10120891,21.5
10146223,21.5
10249160,21.5
10262285,21.5
10266170,21.5
10347706,21.5
10986093,21.5
11000154,21.5
11053739,21.5
11118307,21.5
11361186,21.5
11559402,21.5
11584497,21.5
11604190,21.5
11697672,21.5
11731949,21.5
11732898,21.5
11779861,21.5
11907126,21.5
11952011,21.5
12138331,21.5
12187542,21.5
12190184,21.5
12336540,21.5
12388125,21.5
12740907,21.5
12781499,21.5
12787933,21.5
12857271,21.5
12953948,21.5
13076436,21.5
13406588,21.5
13476095,21.5
13602101,21.5
13745064,21.5
13756509,21.5
14031564,21.5
14414830,21.5
14427503,21.5
14466752,21.5
14536112,21.5
14776299,21.5
14869511,21.5
15092113,21.5
15233331,21.5
15740773,21.5
15827792,21.5
15852644,21.5
15853631,21.5
15892534,21.5
15900078,21.5
15979619,21.5
15982482,21.5
16096601,21.5
16165365,21.5
16329173,21.5
16663374,21.5
16931566,21.5
17049829,21.5
17051537,21.5
17174768,21.5
17185369,21.5
17289207,21.5
17457258,21.5
17586172,21.5
17646805,21.5
17670517,21.5
18024396,21.5
18288494,21.5
18463733,21.5
18713479,21.5
18809132,21.5
18974663,21.5
19093897,21.5
19208891,21.5
19256290,21.5
19278350,21.5
19312612,21.5
19481640,21.5
19763394,21.5
19883558,21.5
19938876,21.5
20019052,21.5
20052773,21.5
20264193,21.5
20410513,21.5
20729446,21.5
20771919,21.5
20844362,21.5
21008461,21.5
21201766,21.5
21280983,21.5
21327898,21.5
21386943,21.5
21396564,21.5
21528574,21.5
21688825,21.5
21726144,21.5
21740094,21.5
21842317,21.5
21881769,21.5
22087422,21.5
22307822,21.5
22341306,21.5
22633144,21.5
22869350,21.5
23026453,21.5
23358005,21.5
23363372,21.5
23402728,21.5
23515677,21.5
23631396,21.5
23676120,21.5
23682715,21.5
23864082,21.5
23873528,21.5
23962799,21.5
23963613,21.5
24113206,21.5
24126974,21.5
24144259,21.5
24227072,21.5
24235874,21.5
24280114,21.5
24303970,21.5
24406529,21.5
24483685,21.5
24512488,21.5
24686050,21.5
25117351,21.5
25167668,21.5
25581818,21.5
26297937,21.5
26301792,21.5
26471164,21.5
26628319,21.5
26680610,21.5
26918871,21.5
27096214,21.5
27164416,21.5
27284400,21.5
27400018,21.5
27696848,21.5
27721145,21.5
27803091,21.5
27865906,21.5
27920095,21.5
28114972,21.5
28144969,21.5
28255642,21.5
28286217,21.5
28445035,21.5
28487269,21.5
28683585,21.5
28695474,21.5
28763935,21.5
28779610,21.5
29283263,21.5
29374862,21.5
29447867,21.5
29653937,21.5
29755212,21.5
29763758,21.5
29806100,21.5
29845627,21.5
29880044,21.5
29956937,21.5
30004404,21.5
30276034,21.5
30309634,21.5
30392394,21.5
30593401,21.5
31021877,21.5
31128054,21.5
31357884,21.5
31388380,21.5
31422999,21.5
31568844,21.5
31641122,21.5
31668241,21.5
31825541,21.5
32170222,21.5
32321886,21.5
32497004,21.5
32732329,21.5
32737820,21.5
32783286,21.5
32796512,21.5
32851293,21.5
32870004,21.5
32896238,21.5
32939168,21.5
33045318,21.5
33322669,21.5
33335319,21.5
33702470,21.5
33735177,21.5
34053728,21.5
34204638,21.5
34411049,21.5
34595379,21.5
34680079,21.5
34812352,21.5
34874393,21.5
34980887,21.5
35039854,21.5
35241715,21.5
35522961,21.5
35773434,21.5
35817170,21.5
35834799,21.5
35980016,21.5
35998449,21.5
36059751,21.5
36086615,21.5
36398155,21.5
36478500,21.5
36548896,21.5
36619783,21.5
36776350,21.5
36805467,21.5
36841244,21.5
37039822,21.5
37060782,21.5
37084972,21.5
37233521,21.5
37304125,21.5
37475999,21.5
37518503,21.5
37540883,21.5
37970723,21.5
38278127,21.5
38380537,21.5
38500104,21.5
38685403,21.5
39121568,21.5
39263293,21.5
39390268,21.5
39513489,21.5
39702261,21.5
40219490,21.5
40389434,21.5
40428661,21.5
40443846,21.5
40546705,21.5
40695078,21.5
40747151,21.5
40851245,21.5
40961268,21.5
41378084,21.5
41412495,21.5
41519184,21.5
41866065,21.5
42405089,21.5
42542761,21.5
42573521,21.5
42678375,21.5
42838420,21.5
43149539,21.5
43239871,21.5
43502504,21.5
43537391,21.5
43652229,21.5
43817510,21.5
43861171,21.5
43919595,21.5
43924378,21.5
43984337,21.5
44662312,21.5
44874461,21.5
44885753,21.5
44889474,21.5
44996755,21.5
45041862,21.5
45042056,21.5
45044127,21.5
45508681,21.5
45579069,21.5
45685502,21.5
45795719,21.5
45852323,21.5
45866936,21.5
45880209,21.5
45960885,21.5
46177164,21.5
46303039,21.5
46386343,21.5
46532451,21.5
46673333,21.5
46806557,21.5
46816588,21.5
46920862,21.5
46999652,21.5
47122077,21.5
47163777,21.5
47247109,21.5
47250805,21.5
47914953,21.5
48008295,21.5
48234154,21.5
48393801,21.5
48534662,21.5
48645760,21.5
48762701,21.5
48817871,21.5
48868256,21.5
48911072,21.5
49233849,21.5
49287222,21.5
49373905,21.5
49381826,21.5
49426514,21.5
49442815,21.5
49477511,21.5
49606511,21.5
49821923,21.5
49897694,21.5
49923453,21.5
50007883,21.5
50043776,21.5
50124730,21.5
50235167,21.5
50353118,21.5
50454205,21.5
50563166,21.5
50915444,21.5
51154195,21.5
51446900,21.5
51631316,21.5
51642182,21.5
51669931,21.5
51728405,21.5
51977110,21.5
52020902,21.5
52120548,21.5
52250086,21.5
52325288,21.5
52466779,21.5
52635342,21.5
52657455,21.5
52792303,21.5
52859747,21.5
53026426,21.5
53049838,21.5
53080698,21.5
53129269,21.5
53270714,21.5
53336677,21.5
53363337,21.5
53383859,21.5
53501208,21.5
53547253,21.5
53697780,21.5
53832272,21.5
53893926,21.5
53939051,21.5
53967614,21.5
54096802,21.5
54176624,21.5
54384638,21.5
54441867,21.5
54462804,21.5
54582286,21.5
54838865,21.5
54857539,21.5
54919623,21.5
55193885,21.5
55342713,21.5
17643049,21.47
26753860,21.47
31392191,21.47
33473971,21.47
33638094,21.47
33832795,21.47
46610911,21.47
14168128,21.4
25270976,21.4
26502954,21.4
12165,21.33
8687306,21.33
28019337,21.33
33924930,21.33
44676762,21.33
47089712,21.33
282194,21.3
590718,21.3
798296,21.3
897912,21.3
1446099,21.3
1494737,21.3
1539469,21.3
2228079,21.3
2665663,21.3
2670542,21.3
2856664,21.3
2885093,21.3
3085004,21.3
3271541,21.3
3423019,21.3
3565542,21.3
3590768,21.3
3930376,21.3
4349311,21.3
4591652,21.3
4836594,21.3
4900209,21.3
5350198,21.3
5411139,21.3
5951425,21.3
6030972,21.3
6103944,21.3
6603684,21.3
6685420,21.3
7389214,21.3
8022253,21.3
8618495,21.3
8755346,21.3
8791231,21.3
9224876,21.3
9478165,21.3
9737574,21.3
9777923,21.3
9843048,21.3
9937575,21.3
10494345,21.3
10498636,21.3
10939753,21.3
11057699,21.3
11070085,21.3
11138819,21.3
11524234,21.3
11646823,21.3
11821891,21.3
11944695,21.3
11992556,21.3
12484338,21.3
13032696,21.3
13091489,21.3
13133578,21.3
13212234,21.3
13568857,21.3
13585478,21.3
13665500,21.3
13725681,21.3
13909235,21.3
14112843,21.3
14316458,21.3
14397336,21.3
14501379,21.3
14526628,21.3
14668547,21.3
14775995,21.3
14792372,21.3
14803778,21.3
15040479,21.3
15187248,21.3
15703060,21.3
15950686,21.3
15990819,21.3
16031669,21.3
16142582,21.3
16711430,21.3
16728832,21.3
16886239,21.3
17519296,21.3
18006959,21.3
18122025,21.3
20216250,21.3
20452442,21.3
20509662,21.3
20586018,21.3
20717516,21.3
20921919,21.3
20989290,21.3
21107503,21.3
21193788,21.3
22086397,21.3
22092126,21.3
22534206,21.3
22791416,21.3
22886042,21.3
23249934,21.3
23602161,21.3
23633705,21.3
23978820,21.3
24009111,21.3
24346935,21.3
24505371,21.3
24926883,21.3
25001861,21.3
25079880,21.3
25116145,21.3
25331646,21.3
25792374,21.3
25813270,21.3
25899829,21.3
26326136,21.3
26541981,21.3
26881519,21.3
27183365,21.3
27239890,21.3
27983446,21.3
28011380,21.3
28589593,21.3
28774374,21.3
29528269,21.3
30509605,21.3
30999829,21.3
31615533,21.3
31700344,21.3
31773332,21.3
32183259,21.3
32412231,21.3
32560590,21.3
32679791,21.3
32847218,21.3
32907074,21.3
33067288,21.3
33335657,21.3
33421078,21.3
34171717,21.3
34627449,21.3
34696286,21.3
34901462,21.3
35278182,21.3
35738103,21.3
35870318,21.3
36103822,21.3
36149583,21.3
36342336,21.3
36589150,21.3
36843771,21.3
37045787,21.3
37821066,21.3
37986352,21.3
38673550,21.3
38754505,21.3
38900536,21.3
39012177,21.3
39500369,21.3
39632379,21.3
40027661,21.3
40037701,21.3
40276529,21.3
40485076,21.3
40695280,21.3
41547925,21.3
41781133,21.3
41944438,21.3
42284294,21.3
42402448,21.3
42413238,21.3
42749437,21.3
42914906,21.3
43252659,21.3
43290065,21.3
43350282,21.3
43625338,21.3
44669210,21.3
44706639,21.3
45593806,21.3
45618103,21.3
45845235,21.3
46300021,21.3
46418073,21.3
46575932,21.3
46603404,21.3
47115762,21.3
47617823,21.3
47851403,21.3
48032808,21.3
48496362,21.3
48636701,21.3
49408216,21.3
49446348,21.3
49495000,21.3
49553921,21.3
49664819,21.3
49812518,21.3
50068973,21.3
50539404,21.3
50671347,21.3
50725505,21.3
51091009,21.3
51358009,21.3
52487376,21.3
52498625,21.3
52765620,21.3
53084059,21.3
53140164,21.3
53265568,21.3
53779413,21.3
53813522,21.3
54030171,21.3
54132410,21.3
54551358,21.3
54991575,21.3
55190521,21.3
55262674,21.3
55299693,21.3
6075521,21.07
6598216,21.07
28541099,21.07
54811902,21.05
136939,21
260442,21
495939,21
530800,21
616554,21
758172,21
793902,21
913694,21
1037592,21
1043110,21
1151721,21
1340304,21
1363299,21
1401465,21
1595629,21
1624912,21
1743334,21
1778179,21
1820108,21
1943699,21
2471215,21
2583053,21
2762363,21
2832380,21
2886518,21
3090943,21
3281732,21
3283577,21
3386972,21
3614618,21
3621825,21
3855100,21
3870586,21
4437394,21
4497926,21
4559141,21
4697616,21
4708893,21
4729728,21
4737479,21
4818719,21
4936664,21
5109137,21
5142499,21
5269376,21
5397966,21
5429734,21
5490914,21
5616454,21
5781975,21
5789795,21
5841015,21
6000538,21
6012126,21
6044961,21
6045772,21
6099124,21
6211562,21
6307944,21
6427176,21
6557092,21
6664039,21
6714891,21
6720270,21
6840732,21
7030565,21
7076952,21
7153058,21
7234124,21
7458963,21
7607826,21
7648050,21
7912354,21
7922485,21
8026261,21
8176212,21
8261497,21
8265889,21
8766501,21
8863812,21
8894193,21
9075643,21
9122418,21
9130650,21
9231927,21
9233465,21
9247601,21
9535994,21
9808785,21
9889511,21
9929434,21
10496616,21
10542261,21
10569994,21
11074447,21
11267916,21
11342927,21
11395537,21
11557302,21
11743315,21
11969550,21
12069691,21
12116457,21
12296866,21
12629229,21
12935788,21
13107033,21
13125139,21
13164168,21
13219610,21
13243211,21
13263425,21
13310946,21
13442206,21
13449474,21
13489602,21
13715016,21
14370819,21
14453957,21
14484022,21
14913779,21
14984399,21
14985917,21
15032577,21
15061707,21
15131929,21
15231250,21
15332630,21
15438350,21
15476164,21
15507826,21
15607900,21
15661724,21
15732403,21
15940098,21
16009916,21
16066127,21
16176193,21
16231406,21
16246505,21
16247946,21
16752074,21
16800162,21
16851430,21
16873540,21
16902827,21
16904350,21
16942224,21
16993931,21
17084412,21
17323400,21
17506703,21
17618189,21
17677095,21
17811490,21
17945571,21
18095220,21
18272217,21
18516717,21
18519961,21
18568528,21
18745837,21
18985417,21
19089260,21
19126965,21
19214968,21
19387288,21
19410972,21
19660144,21
19708480,21
19728624,21
19860978,21
19861224,21
19925422,21
19973628,21
20046645,21
20085363,21
20505148,21
20561898,21
20670765,21
21017826,21
21290919,21
21304765,21
21310852,21
21379498,21
21390172,21
22086092,21
22182364,21
22391439,21
22556121,21
22678382,21
22910254,21
22920408,21
22998118,21
23019913,21
23068420,21
23109106,21
23162102,21
23271212,21
23285336,21
23434461,21
23517339,21
23612364,21
23812402,21
23856444,21
24470082,21
24511638,21
24571936,21
24577184,21
24793168,21
25023865,21
25057993,21
25165159,21
25375926,21
25592485,21
25971053,21
26142654,21
26904646,21
26971545,21
27051246,21
27220938,21
27510946,21
27539055,21
27964611,21
27973988,21
27993629,21
28149094,21
28250189,21
28308319,21
28628947,21
28792985,21
29062600,21
29491211,21
29723894,21
29787281,21
29824660,21
29852753,21
29927129,21
30070392,21
30205916,21
30382508,21
30905743,21
31037054,21
31726689,21
31736957,21
31938463,21
31938526,21
31966161,21
32103921,21
32140390,21
32170282,21
32242939,21
32275598,21
32338104,21
32544045,21
32631095,21
32707513,21
32742456,21
32748796,21
33022141,21
33060434,21
33153111,21
33199473,21
33489595,21
33513600,21
33528210,21
33930676,21
33999763,21
34335723,21
34431614,21
34445649,21
34454152,21
34468323,21
34551972,21
34835168,21
35194610,21
35244484,21
35501046,21
35515791,21
35709852,21
35758101,21
35824977,21
35899790,21
35924279,21
36021709,21
36044386,21
36331795,21
37177805,21
37331422,21
37602133,21
37630758,21
37823608,21
37919750,21
37959775,21
37986227,21
38069326,21
38354026,21
38633819,21
39026976,21
39265602,21
39391252,21
39474394,21
39501954,21
39758896,21
39825047,21
39954115,21
40080422,21
40235158,21
40347554,21
40355513,21
40446787,21
40608877,21
40662018,21
40688353,21
40845252,21
40889535,21
41082129,21
41338163,21
41418154,21
41457251,21
41640423,21
41694560,21
41814512,21
41838523,21
41923577,21
42090554,21
42112431,21
42248438,21
42543742,21
42561533,21
42595777,21
42645093,21
42711405,21
42888947,21
42981851,21
43106556,21
43117225,21
43206238,21
43296251,21
43298925,21
43459479,21
43580691,21
43699401,21
43800561,21
43911429,21
43975267,21
43988435,21
44209113,21
44697382,21
44857725,21
45141068,21
45317388,21
45446191,21
45612752,21
45615302,21
45980798,21
46016815,21
46029371,21
46190058,21
46249135,21
46356399,21
46548208,21
46664284,21
46864338,21
46985516,21
47021867,21
47082070,21
47231921,21
47272639,21
47465246,21
47499849,21
47741030,21
47856600,21
47961902,21
48126854,21
48172408,21
48390919,21
48413103,21
48471304,21
48659048,21
48674682,21
48786187,21
48889522,21
49185703,21
49224253,21
49257562,21
49334316,21
49362121,21
49378068,21
49389889,21
49485188,21
49492300,21
49557982,21
49622481,21
49703071,21
49784596,21
49967599,21
50127032,21
50518715,21
50569107,21
50604579,21
50685365,21
50855359,21
50960134,21
51010459,21
51078320,21
51134657,21
51211921,21
51221589,21
51362029,21
51582816,21
51654108,21
51759315,21
51778216,21
51946270,21
52087968,21
52152048,21
52219042,21
52411828,21
52610905,21
52687861,21
52798166,21
52899386,21
52922593,21
52925154,21
53253668,21
53324616,21
53355687,21
53364590,21
53420361,21
53454417,21
53475676,21
53508634,21
53534313,21
53571734,21
53817937,21
53943035,21
54051353,21
54194313,21
54226073,21
54402609,21
54438266,21
54628039,21
54712627,21
54766037,21
54777084,21
54785736,21
54796932,21
54833707,21
54936551,21
55048460,21
55160445,21
55310478,21
34413725,20.99
74632,20.9
319905,20.9
352506,20.9
1434186,20.9
1618691,20.9
1744731,20.9
1887637,20.9
1948896,20.9
1951230,20.9
2019900,20.9
2152535,20.9
2264494,20.9
2508514,20.9
3218088,20.9
3219575,20.9
3315517,20.9
3920022,20.9
3952435,20.9
4340842,20.9
4684488,20.9
4926610,20.9
5211544,20.9
5558178,20.9
5564866,20.9
5932603,20.9
6128775,20.9
6216303,20.9
6875533,20.9
7118387,20.9
7644171,20.9
7943551,20.9
8010554,20.9
8067971,20.9
8184451,20.9
8572199,20.9
9415931,20.9
9946684,20.9
9958193,20.9
10520711,20.9
10658194,20.9
10674092,20.9
10917397,20.9
11000947,20.9
11096824,20.9
11628387,20.9
11715770,20.9
11792925,20.9
11919153,20.9
12023491,20.9
12284838,20.9
12484178,20.9
12599605,20.9
12878845,20.9
13495688,20.9
13533130,20.9
13755482,20.9
14341156,20.9
14472281,20.9
14883570,20.9
15019527,20.9
15794224,20.9
15866197,20.9
16183171,20.9
16267925,20.9
16375304,20.9
16972685,20.9
17077087,20.9
17842508,20.9
17887821,20.9
17968475,20.9
18300304,20.9
18403958,20.9
18853292,20.9
19050879,20.9
19163436,20.9
19199066,20.9
19504742,20.9
19520452,20.9
19613032,20.9
20603927,20.9
20702706,20.9
20806608,20.9
20868591,20.9
21478363,20.9
21689551,20.9
22142514,20.9
22238061,20.9
22837608,20.9
22860384,20.9
23087423,20.9
23201128,20.9
23246545,20.9
23804111,20.9
23997585,20.9
24066566,20.9
24096489,20.9
24119320,20.9
24173960,20.9
24194513,20.9
24404299,20.9
24467112,20.9
24519352,20.9
24738874,20.9
24844477,20.9
24907110,20.9
25690626,20.9
26689897,20.9
26717289,20.9
26879401,20.9
27052901,20.9
27764173,20.9
27829251,20.9
27877572,20.9
27965252,20.9
28116872,20.9
28139955,20.9
28358468,20.9
28584376,20.9
29064551,20.9
29361851,20.9
29448789,20.9
29453743,20.9
29491776,20.9
29779371,20.9
30002844,20.9
30028348,20.9
30030158,20.9
30643435,20.9
30694601,20.9
31114945,20.9
31328361,20.9
31370578,20.9
31380387,20.9
31734877,20.9
31843802,20.9
31937515,20.9
31984984,20.9
32459314,20.9
32567459,20.9
32708373,20.9
32741753,20.9
32821571,20.9
33001992,20.9
33291557,20.9
33393146,20.9
34060139,20.9
34270664,20.9
34409315,20.9
34500559,20.9
34543601,20.9
34686135,20.9
34928669,20.9
34991094,20.9
35290298,20.9
35366815,20.9
35402399,20.9
35569434,20.9
35894521,20.9
36211747,20.9
36367512,20.9
36733178,20.9
36796657,20.9
36810552,20.9
36917434,20.9
36951331,20.9
37187489,20.9
37661142,20.9
37762006,20.9
38230985,20.9
38285725,20.9
38491854,20.9
38918797,20.9
39280522,20.9
39675318,20.9
39719225,20.9
